cafe_name,avg_rating,review,indv_rating,review_date,useful,funny,cool,latitude,longtitude
Schmackaryâ€™s,4,"Very good cookies, with real frosting! And the staff is awesome and super helpful/friendly. Shoutout to the dude with the Vietnam shirt, he was great.  We tried the holiday funfetti, cookies and cream (fudgy, almost like a brownie! And the frosting tastes just like Oreo cream), sweet corn, and the peanut butter flavors. All great, but the Cookies and Cream was my favorite.  Definitely give it a try!",3,3/4/2017,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"I wanted a dessert one night so I ventured here. They were out of several items, like the rice krispies, but I was able to order 4 cookies. The cookies are big and I liked three of the four.  The maple bacon cookie was not what I was expecting and this flavor combination works much better in a donut. It had either too much baking powder or soda, which gave it a slightly salty flavor. It also had a strange aftertaste.  The cookies and cream tasted like a brownie, in a good way. The caramel apple crisp was really good. The cereal killer was weird but good.  I would definitely revisit, but I'd personally much rather eat a slice of strawberry cheesecake.",3,4/14/2016,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"Decadent delicious post dinner dessert! We had the S'more cookie which was soft and melts right in your mouth. The cookies and cream was also a major success. Too bad did not come with more people to justify getting more cookies, but would love to try other flavors next time I visit!",3,6/14/2018,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,Really great cookies and worth a visit to try some great treats!  They also have proper coffee/espresso available as well.,3,4/29/2018,1,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,had my hubs stop here on the way home from work and soooooooooo good. I'll be sending him for cookies more often :) and I'll have to come here once I'm in the city to try a shake mmmm.,3,5/27/2015,5,3,5,40.76015388,-73.99094426
Schmackaryâ€™s,4,"My coworker brought a box of these cookies to the office and offered me one.  I am usually the one person who never accepts pastries because I'm not a sweets guy......  Yea, well these cookies are easily the most delicious cookies I have ever had.  I got the confetti cookie and one bite was all it took.  I had to look around afterwards to make sure no one was looking at my face because I probably looked very confused.    I feel bad for anyone who brings a box in our office because I can guarantee I will chase them down.",3,2/28/2018,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,Worth the wait! We waited about 20 minutes outside before it was our turn to order. The cookies are expensive but a decent size that makes it worth the price. They were constantly refreshing the plates with more cookies that were covered in delicious new icing. Great variety and warm! Greasy though so make sure you get plenty of napkins!,3,10/9/2018,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"Freshly made cookies every day! They have some interesting flavors. I got 12 cookies for $24, but was it worth it? Not really.  Some of their flavors were overly sweet and salty.  Their cookies are quite large.  About the size of a complete cookie. Their chocolate chip flavor is different in which they add salt.  Great customer service, very fast paced so make sure you know what you want to order.",3,9/22/2018,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"Nom Nom Nom. Me want cookies. Me want all the cookies!! At $2.75 a pop, the variety of cookies they offer sure is worth a try. I've had their red velvet cookie and the cookie dough cookie. Both were delicious. Soft with a slight chew to the bite and the flavors were packed with deliciousness, with a hint of salt on it which complemented the sweetness perfectly. This place offers a variety of both common and unique flavors so it makes the decision of which to choose hard but the ability to eat very easy.",3,3/23/2016,7,6,9,40.76015388,-73.99094426
Schmackaryâ€™s,4,"I absolutely love this place! Every day they have new cookies! You come in thinking you're just only going to get one and you end up walking out with a dozen! The staff is very nice and patient while you pick so there's no pressure. When a flavor runs out, they're already bringing in a fresh batch. Just be ready for the line that is usually out the door but totally worth it!",3,3/5/2018,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"I was greeted at Schmackary's with a very large (older???) crowd this past Saturday night around 11pm.  Interesting, old people want cookies and ice cream sandwiches at 11pm.  We got the confetti cookie and oatmeal (with butterscotch chips) and made it into an ice cream sandwich.  It was super, super sweet.  I loved the oatmeal cookie (wish I got both sides as that).  The confetti cookie was just basically a sugar cookie - nothing special and it has frosting on it, adding to the sugar levels.  Loved the vanilla BEAN (!) ice cream in the middle - though it was a little hard to eat as the ice cream kept oozing out on the sides.  Definitely needs more ice cream in the middle.  Overall, it was a decent after-dinner dessert, but I don't think I would crave it.",3,3/12/2014,3,1,1,40.76015388,-73.99094426
Schmackaryâ€™s,4,"My exhausted, sweaty body needed a sugar kick after spending the day walking around time square so I decided to walk over to Schmackary's since it's just a quick jaunt away from my hotel. Yelpers seem to think this place is the cat's pyjamas so I figured it was worth a shot. I enjoy a good cookie but rarely go out of my way to get them.  First of all, the shop is small but nice and clean. It's decorated with a homey hipster vibe and the staff were all young and surprisingly friendly, especially after I spent most of the day discovering how New Yorkers get their reputation. The kid who helped me was kind and cheery.  I decided to grab 6 cookies so I could take a few home to my family (if they make it that far). So far I've only tried the cookies and cream flavor but it was quite tasty. Moist and sweet. Just what I needed as a pick-me-up! I'm not sure it would be worth a long trip out of your way but it is definitely worth a stop in if you're around the area.",3,9/8/2016,4,3,1,40.76015388,-73.99094426
Schmackaryâ€™s,4,"Worth the walk.  I love cookies and this place didn't disappoint.  Unique selection of cookies in a welcoming, unique setting.  A nice change from Broadway's mass produced, mass quantity,  mass...  you get it.  Or do you?",3,11/13/2017,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"Stumbled on this spot while looking for dessert in Hell's Kitchen. Agree with other Yelpers, actually a decent price for a cookie in New York.  Not a huge cookie selection, but there are several different options. The salt they add definitely is a very nice touch. You can also ask for your cookie to be warmed up, which I think is almost a must if you are going to be eating it then.  Great chocolate chip cookies at a reasonable price... right next tons of restaurants.... What more could one ask for...",3,2/15/2017,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"I was very excited to go to Schmackary's - I've heard a lot of good things about their cookies, even that they are ""the best in NYC"". I came by on a Friday afternoon. The selection did not sound very appealing for my taste, and so I only picked up two flavors, Chocolate Duet and Caramel Apple Crisp. While I expected to bite into a warm, soft cookie that would melt in my mouth, I bit into a somewhat dry, crunchy (the center was only slightly softer) disappointment.  The flavors were meh as well - the chocolate cookie was too sweet, and apple pieces in oatmeal cookie had no taste at all (where's the delicious tartness of Granny Smith apples?!). Maybe I picked the wrong flavors? Who knows. But I will not be back for a second visit.",3,11/27/2016,1,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"You can choose 1/$2.75, 2/$5, 6/$14, or 12/$24. Chose 6 cookie option. Funfetti, Carrot Cake, Choco Chip, Maple Bacon, Cookies n Creme, & Peanut Butter Dark Choco. Best was Funfetti even tho i dont like frosting or sprinkles on my cookies but the cookie itself was so delicious. Very flavorful!  Sprinkles baked into the dough not only sprinkled on top. Preferred to try strawberries n creme but didnt hav it. Also, u can order an ice cream sandwich made with any two cookies for $6.25",3,9/29/2016,1,0,1,40.76015388,-73.99094426
Schmackaryâ€™s,4,"Only in NYC would there be this type of cookie store that's open most nights until midnight.  If your in the area and feel like something sweet? Fro-you isn't gonna do it. You need a schmack!  I walk into an empty store and tell the girl, well smack me down! (She doesn't smile at my jesting)  I order two cookies for my son and I, The Maple Bacon as well as the Sweet Corn cookie. Now most people would say, really? The most boring flavor in the shop, corn doesn't = dessert and shouldn't be in a cookie!  Hush your mouth!  Corn is something that the American indians have used waaay before we traded them a few blankets for the Island of Manhattan. Are you gonna hate on history?? Besides it sounded different, its made with corn flour / cornmeal, sweet corn and pecans. Sounds like a party to me!  I order a coffee and take a bite of the Maple Bacon cookie. Friggin awesome! Salty, savory and sweet. Makes for a fine and dandy cookie.  The two cookies for $5 bucks is a great deal. Also, don't pass on the coffee. they have a good blend that's roasted locally.  Need a Cookie and Milk fix at 11:37pm? Here's your store. Only in NYC.. 4 Stars to the kid from Lincoln Nebraska",3,10/26/2013,3,2,2,40.76015388,-73.99094426
Schmackaryâ€™s,4,"Chocolate duet. I followed fellow Yelpers to this place. A long line didn't deter me...  Twenty minutes later, I had to have a bite. A mouthful of cocoa, chocolate, and butter was overwhelmingly fresh and my taste buds were gleaming with smiles. The melting chocolate, the sugar, the butter along with the crunchiness of the dough...!  I forgot about eating healthy for a moment, but I did walk for about an hour afterwards. Totally worth it.",3,10/14/2017,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"We came here two times while on vacation and tried different flavors, but the funfetti was definitely my favorite!! We noticed most of the flavors had an interesting salty flavor (as well as the normal sweet cookie taste), which was very interesting and delicious!!",3,10/10/2017,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,Good for cookies but not for milkshakes. I paid $7 for a small milkshake with a chocolate chip cookie infusion that was more like having cookie chunks with milk (Btw the cookie chuncks were stuck at the bottom and were bigger than the straw) would've bought the cookie for $2.75 and had it with a cup of milk at home.,3,10/13/2016,1,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"A good post theater treat! There's always a line, and the cookies are good, not great. Prices are decent for NYC. It is pretty small as well.",3,4/19/2018,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"I strolled in here 10 minutes before they closed and they had a BOGO promotion. I got the matcha which I didn't like that much. It had a grainy texture to it and Although matcha has a strong taste, that didn't come through in the cookie so it definitely fell below my expectations. I got the dark chocolate walnut cookie for free and I liked it but didn't love it. This too had a graininess to it that was unpleasant but less so than the matcha and it was overall ok.",3,10/13/2016,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"Don't come after 9:30pm (they close at 11). The employees were in a rush to get home, and weren't ready or willing to serve us anything. The cookies were gone, so we settled for $6 milkshakes...that is, until they told us they weren't willing to serve us, since they were closing in 45 minutes. Complete waist of 20 minutes waiting on line.",3,12/26/2017,1,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"Such yummy cookies!!! We were visiting from CA and my daughter had heard of it so we went to give it a try. They had a variety of cookies, traditional flavors and some unique ones. They were delicious! We went back our last morning there and got a dozen to take home.",3,9/1/2017,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,We went to a Broadway show and needed a sweet treat after we were done. Schmackery's was close and even though it was late we still had a decent variety of cookies to choose from. Really good cookies and worth the stop to satisfy your sweet tooth. I tried the special (marshmallow with lucky charm topping) and it was excellent! Fun options outside of the usual flavors. Looking forward to going back.,3,9/15/2017,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"YES YES YES YES YES YES YES! Now THIS is a good cookie. I love when bakers put a little extra love into their recipes. It's obvious that Schmackary's is passionate about their cookies. My little sister and I stopped by on a late night run and snagged a half dozen of some pretty eclectic baked goods. Our personal favorite was the seasonal eggnog (there was only one left), but I was pretty blown away by all of the variety of flavors they had to offer. Only downside to all the good? They sell out pretty quickly, and they have a rotating menu. I went back 2 days later to grab an eggnog cookie to take back to my fam in Miami -- and it wasn't on the menu that day. I guess it's procedure...",3,5/7/2017,1,1,1,40.76015388,-73.99094426
Schmackaryâ€™s,4,"Went late at night, they had buy one get one!! The cookies were the perfect blend of soft and crunch. The oatmeal cookie was like Nicholas cage, ""gone in 60 seconds"". Wish they had these down south!!",3,8/14/2014,11,0,2,40.76015388,-73.99094426
Schmackaryâ€™s,4,"Prior to my two most recent visits I would have given Schmackary's at least a 4-star review.  On the minus side the lines tend to be long and the store not large enough to accommodate most of the crowd.  However, their Classic (chocolate chip w/ sea salt), Sch'mores, Red Velvet, and Funfetti usually made it worth the wait and crowding.  Sadly, during my two last trips to Schmackary's I left empty-handed after waiting in the line only to find an excess of cookies no one seemed to want (e.g., Maple Bacon, Butterscotch Schmackaroons, and Sweetcorn, etc).  It's nice that they have a large variety of cookies (something Insomnia Cookies has always lacked), but it would be nice if Zachary or the baker would pay attention to what actually sells and bake accordingly.",3,7/3/2017,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"I followed Yelp's suggestion to come to Schmackary, as part of my mission of finding the best oatmeal raisin cookie in the city. I came here a few times in the morning before going to work, want to try different cookies, I love how they have special flavours on daily basis and if you go in the morning, you can also buy the leftover cookies from the day before at cheaper price.  Customer service is great here and they also do good coffee!",3,5/17/2015,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,I love Schmackary's.  What else can I say?  Big.  Yummy.  Cookie.  Different Flavors.  Good.,3,5/8/2016,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"Smores and green tea cookies! Flavors rotate, so check out their website to see what they'll have for the day. I liked the green tea better than the smores, but it didn't blow me away.",3,5/1/2015,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"Schmackary's is the reason why I had to do extra time on the treadmill this morning!  We found this cookie shop while on the way to eat dinner after taking in Rock of Ages last night. As it is almost brand spanking new I felt it my duty as a Yelper to check it out as our dessert option. I stuck my head in and asked when they closed and was told midnight. Wow - stays open late and it also gave me a reason to cheat on my diet a bit!  They offer a nice little selection of cookie varieties in a few different sizes. From their modern classics, to seasonal sensations, to other baked treats, and even milkshakes this place is a sweet tooth's delight. Coffee, tea, and espresso is also served here. We were drawn to two cookies that we bought and took home to enjoy with some coffee.  Maple Bacon - which is made with candied bacon, maple syrup, toffee bits, and sea salt.  White Chocolate Cherry Chunker - which is made with white chocolate, Montmorency tart cherries, oats, and cinnamon.  Both were the old-fashioned standard size. I have to say that each cookie stood out on it's own with distinct flavors. The Maple Bacon had a smokey taste to it with a tinge of sweetness and saltiness that helped even out the flavor. The first few bites are odd tasting but as it melts in your mouth the bacon flavor comes through in a subtle way. The Cherry Chunker was just filled with big chunks of ingredients. The cherries they use are delicious and juicy, while the white chocolate helped level out the tartness. Both cookies were moist in the middle with a nice harder crust on the edges - just as I like them - and each were totally devour worthy!  Friendly guys working the counter that answered any questions we had. Only a few high tables to sit at so it's really a grab and go spot. Not the cheapest cookies but worth a try as a once in a while treat. Even a gluten free cookie choice on hand.  Good thing this place is well across town from where I live on the east side, as my inner fattie is trying hard to come back out and temptation like this would be hard to deny!",3,6/9/2012,8,10,10,40.76015388,-73.99094426
Schmackaryâ€™s,4,Yummy yummy yummy. I live in Florida and I'm still dreaming about these cookies! Such a cute little hole in the wall place that's so cozy! I cant wait to go back and get more cookies!,3,5/8/2017,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"Small store with unique cookies. Not the best place to hang out. Can get crowded easily. All of the cookies were soft, yum!  I got 2 cookies for $5  Maple bacon - as you first bite in it has this sweet chocolate chip cookie flavor. Then as you chew more you begin to taste the bacon and feel the bacon bits. Super delicious if you like the sweet salty combo and bacon!  Red velvet - not ridiculously sweet. Perfect combination. Must try if you like red velvet",3,8/2/2016,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"Found this place online and made a detour during my trip to stop by for some cookies. It's a small place but super cute and the staff was very friendly! I grabbed a cold brew to go and a box of four cookies (lemon poppyseed, cookies & cream, funfetti and chocolate pretzel I believe it was called. I sat on the little bench out front and did some solid people watching while enjoying my snack. The funfetti cookie with icing was definitely my favourite but the consistency of all the cookies was literally perfect; chewy yet firm. I'll be day dreaming about these cookies until my next trip back to NYC for sure!",3,3/24/2015,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"Very mediocre cookies and over priced. I think you're paying for the location more than anything. If you have the time, head up to 74th street to Levain Bakery. Best cookies ever.",3,4/20/2017,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"I find myself in this area too often and always drawn to Schmackary's because they have piping hot and fresh cookies with some really great flavors that you just can't find anywhere else.  My friend and I first came awhile back for their ""happy hour"" which gave us two cookies and a glass of milk - nothing beats that.    I also really like their rotations of cookies, between my friends and myself, we've tried the maple bacon, sch'mores, red velvet, oatmeal scotchie, pumpkin spice... and I can't wait to try more.  The cookies are always fresh since there's a never-ending line to this place that does filter through fairly quickly.  With that being said, sometimes they don't have certain cookies ready when you're there because they're sold out and/or still baking.  That's okay, it's fresh and worth the wait ^.^  I'm still waiting for the day I happen upon the green tea cookie, I always come the wrong days!",3,2/6/2015,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,I did not like that the cookies were dry and hard to chew. The funfetti cookie and the pistachio one were too sweet.,3,1/21/2017,1,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"Hands down, the second best bakery I've ever been to. And lemme just say, that is no small feat! Each time I walk into their quaint shop, I am filled with giddiness. The employees are always super groovy & personable. No matter what, if I'm in Manhattan and I'm close by, I'll make a stop at Schmackary's... even if I'm not hungry. I LIVE for their Butter Scotchies, but every one of their treats are all deliciously varied and unique.",3,5/27/2016,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,Back again! Love it!!! Favorite spot! Always welcoming!!! Can get pricey but it's not just about the cookies but the experience for sure,3,5/20/2017,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"Love these cookies!  Great place for a bite before or after a show. Haven't tried a bad flavor, and we've tried many. Very little seating.",3,3/21/2015,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"Mom and I went to Schmackary's before heading to JFK to head back home to sunny South Florida. We decided to bring some cookies home to my dad and brother.  We tried several (red velvet, chocolate chip, something with peanut butter, etc). The employees were super sweet and they had Red Jacket cold pressed apple juice. This is where the stars have been awarded....  The cookies. Um...they just weren't very good. I really wanted to like them because our experience in the store was great, but the first cookie I ate, I took two bites and threw the rest of it out. Half the cookies we got tasted like ""healthy"" cookies a.k.a. cardboard. The other half were so ridiculously sweet that they were almost inedible.  They have interesting types of cookies, the staff is sweet, and that Red Jacket juice is money. So, it might be worth a try, but there are too many places with awesome sweets for me to return next time I'm in the city.",3,4/26/2014,1,1,1,40.76015388,-73.99094426
Schmackaryâ€™s,4,"Big selection of cookies, I'm gluten-free and the cookies I had were delicious and huge!  Definitely coming back for more. An awesome dessert spot, as they also have milkshakes.",3,10/18/2015,1,0,2,40.76015388,-73.99094426
Schmackaryâ€™s,4,"This place is divine.  I was over in the area today and I just had to check it out for myself.  Every cookie I tried was awesome.  My favorite was the Maple Bacon which was the perfect mix of chewy, grainy, salty, and sweet.  I also devoured the Carrot Cake cookie which again was a good mix of salty and sweet.  The icing on top was also very good.  In addition, I tried the Kitchen Sink, Oreo, and Peanut Butter Cup.  I was not disappointed.    I'm so glad this place exists now.  The only bad thing is that it is extremely close to my yoga studio so I will undo all the good from my workout but I don't really care.  These cookies are worth it.",3,6/17/2012,13,11,14,40.76015388,-73.99094426
Schmackaryâ€™s,4,Certainly had some pretty damn good cookies here I just found this place two weeks ago and I have to walk on the other side of the street so I am not tempted to go in Great cookies!!!!!!!!!!!!!!!!!!!!!!!!! My nieces will be here with their sweet tooth next summer and we will be making this a regular visit mouth watering delicious,3,11/17/2012,1,0,1,40.76015388,-73.99094426
Schmackaryâ€™s,4,Choose 2 different cookies to make your ice cream sandwich.     So many flavor combinations to work with! deeelicious.,3,12/12/2014,1,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,Great cookies and be sure to check in on Yelp!,3,4/12/2013,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"The cookies are amazing.  Only got one and ate it there.  When I was done, I had to buy another one.  Love it.  Also: I constantly run into celebrities from Broadway shows in here.",3,10/2/2013,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"Currently enjoying the chocolate duet and an iced latte. My favorite spot to kill time before catching a Broadway show. Always perfect. Last week my gluten intolerant significant other was surprised by how sweet and satisfying their sweet corn cookie is! And so was I, I was jealous in fact. Just great, five stars.",3,1/30/2015,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"These cookies are amazing, especially the frosted ones. By the time I went around 9:30 at night, they only had about half their flavors left (cookies and cream, the chocolate cookie with white frosting, was still there, so I was happy.) Best to come early to this place to get your cookies and milk fix.",3,5/24/2012,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"I had my first one today - COOKIES and CREAM.  I intend to go back once a week and work my way through the entire list.  Then keep coming back and going through the list again, until I leave NYC.    Travel in Safety.  Jane",3,8/20/2014,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"Delicious cookies.  Sometimes too sweet and too buttery, but if thats what you are going for---go for it.  Good to share one cookie 4 ways, then its not so over-indulgent!",3,8/20/2013,0,1,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"Awesome chocolate chip cookie! And bacon cookies?!?! Yes, I thought it was crazy until I tried the ice cream cookie sandwich with two of these babies on the outside. You can't really taste the bacon, but you can really taste the maple. Pretty good :D",3,10/16/2012,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"They say their tea is loose leaf, but of course it's in a bag. Beyond that, however, everything is delicious. It's also very cozy.",3,12/11/2013,0,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,"I wanted to love this place. I heard so much about Schmackarys and since I live nearby I decided to stop in. I got a peanut butter cookie and a original chocolate chip. First tasted peanut butter, tasted salty and lacked the traditional peanut butter cookie peanut butter taste. Next the chocolate chip cookie.... I ate half because it was so salty. Way saltier than the peanut butter. So salty in fact that after eating bites I had salt crystals in my gums for a bit. I them goggled Schmackarys taste salty and saw tons of others share my experience.  The Maple Bacon which they claim is a favorite, I found to be so bad I threw it out after two bites. For a while I loved the Red Velvet cookies but they don't seem to taste the same twice, they always taste different.  I last had a Funfetti which I have had several times before but the last time I had it it was salty and oily, so oily it upset my stomach.  Glazed Pistachio & Candied Yam lacks flavor.  I like Fluffer Nutter and Caramel Apple Crisp.  I think much of this stores success is 75% tourists and non locals and 25% locals and mostly hype.  If it were in a subarb or any other area other than the theater district, I do not think it would be as successful.  I used to come to this store several times a month, now I have only been there 2 times in 4 months and do not plan to go back anytime soon.  They also do not tell you all the ingredients r calories in the cookies which I think is wrong especially in this day and age f food allergies.  The cookies are also pricey but they are large.",3,5/11/2014,2,0,0,40.76015388,-73.99094426
Schmackaryâ€™s,4,cookies and milkshake- all flavors delish,3,4/21/2013,0,0,0,40.76015388,-73.99094426
Sey Coffee,4.5,"Lots of hype about this place. Decided to finally check it out.  -Espresso: Solid. Beans are dialed in well, very mellow and balanced. Zero acidity (which I don't personally like) but they definitely know what they're doing.  -Coffee: This is where they lose stars. Just FYI, It's not a pour-over because they have a machine hooked up to a Kalita Wave that does everything. I got the Geisha and felt completely ripped off. On initial glance, I could already tell that the coffee was underextracted (very light brown color, almost like a tea). Took a sip and it confirmed my findings. Almost tasted like Folgers instant coffee. I could barely discern any flavors notes because of how watered down the coffee was. Waste of money and waste of good beans. Perhaps my experience was an anomaly, but after drinking this, I can honestly say I will not come here again.  TLDR: Espresso is good, coffee is bad here.",3,12/19/2017,4,0,2,40.705318,-73.932418
Sey Coffee,4.5,"The coffee was good not amazing. However the place was very nice calm environment but the cashier had a nasty attitude after I asked a few questions because it was my first time ,which dimmed the good environment I initially thought was here .",3,1/24/2019,0,0,0,40.705318,-73.932418
Sey Coffee,4.5,"No t-shirts, tote bags or other lifestyle sh!t. They don't even let you tip. Only good coffee, along with sparkling water, and cool yet attentive service.  Hands down the top three coffee shop I've visited in NYC over the past six years. I live in the uptown but am more than happy to traveling 30-min+ to Morgan Ave.  Hope Sey will thrive but won't be dominated by shallow Instagrammers.",3,12/6/2017,2,0,0,40.705318,-73.932418
Sey Coffee,4.5,"such a cool coffee shop in the area .  their coffee is the best . Beautiful minimalistic design, friendly stuff, close to subway , tasty pastries . i love their oat milk",3,1/14/2018,0,0,0,40.705318,-73.932418
St Kilda Coffee,4.5,"Get: croissant! Nice and flaky  Cute, underground coffee shop near port authority. Came in here before a meeting to kill some time with a croissant and a coffee.  The cappuccino was okay..I did really like that they had a variety of milk options. I got mine with almond milk. Other than that though this was a bit forgettable.  Croissant was pretty good, nicely sized and light and flaky.  It's a smaller shop with about seating for 14+. Modern minimalist design.  It was quiet when I came in with more people grabbing their coffee to go. Price was about what you would expect for a cafe near Times Square.",3,11/29/2018,29,13,25,40.7588772,-73.9902301
St Kilda Coffee,4.5,"Underground, hidden, poorly lit cafe with a good amount of seating (about 15 people). Prices are average ($4 for latte, $2.25 for tea). Worried about being let down by midtown coffee not living up to Australian standards, I went with a tea, which they have many flavors of. Jasmine tea was strong and refreshing, enough flavor for two cups. They also have pastries and bars. Music is pretty loud, but there are people working on their laptops here. Service is cool.  Because it's underground, there's not much ventilation, so it gets stuffy down there.",3,9/12/2018,2,1,3,40.7588772,-73.9902301
St Kilda Coffee,4.5,"This is a small but nice cafe tucked away downstairs of an apartment building on a residential side street. I came here for a coffee and time to sit and read by myself while waiting for a friend. Fair warning, this place doesn't have many seats, and also doesn't have any bathrooms. The staff was nice enough to tell me where I could get a free (and nice bathroom) at a nearby hotel, and I told them to go ahead and make my latte, I would be right back. They had my coffee ready for me by the time I got back, and I had also ordered a doughnut, and that was plated for me to grab, as well. The staff is very friendly, and patient, as I took my time asking about which doughnut I might order. The music is quiet in the background, and the tables are clean, but small. If I wanted a coffee before seeing a show, I would stop by here again.",3,10/17/2018,2,2,3,40.7588772,-73.9902301
St Kilda Coffee,4.5,"Hidden gem near time square on 44th street, down one flight of stairs.  Great tasting espresso drinks, they use birch beans.  It is a bit small but you maybe able to grab a seat still. Friendly wait staff, I say that because the barista remade my drink after she realized she put too much milk in my cortado.  Would definitely stop by here if I'm in the area again!",3,4/7/2018,2,0,0,40.7588772,-73.9902301
St Kilda Coffee,4.5,"The espresso was very smooth and flavorful, I love that they have good milk alternatives also(oatmilk is the beeneez).",3,12/21/2018,0,0,0,40.7588772,-73.9902301
St Kilda Coffee,4.5,"It is a cute little cafe. I had a Yerba Mate tea and that was good. It is a good place to work as they have outlets and wifi. However, they don't have a restroom.",3,9/28/2018,0,0,0,40.7588772,-73.9902301
St Kilda Coffee,4.5,Cute little cafe with good coffee. Nice slice of comfort just on the edge of times sq.,3,10/7/2018,0,0,0,40.7588772,-73.9902301
Stone Street Coffee Company,4,"I have to knock a few stars off this review.  We came back to the Stone Street Coffee Company today and don't get me wrong, the coffee was still great, but the service - meh. The women behind the counter was rude. Also, they now charge $.75 for the vanilla infused simple syrup. Seriously? $.75? How petty are you that you charge several dollars for a cup of coffee then you feel that you need to charge extra for simple syrup with a vanilla twig in it? The counter person kept chanting it too, taking the bottle out of my hand until I paid for it.  I may have felt better about the $.75 if it came without the attitude but clearly the counterperson was giving that away for free.",3,7/3/2017,7,2,5,40.7435886,-74.0032266
Stone Street Coffee Company,4,"Hello dear humans and coffehumans. Today I'm going to write a review that well it is hard to write. My dear girlfriend and I were walking towards ninth street espresso at Chelsea market when we stumbled upon a place we haven't seen before... This one!! Very small very interesting and also nice because they use their own coffee and let me tell you, it is very good. Now, they reason why I'm sad is because when I ordered my espresso and iced coffee the barista place my espresso in a to go cup, espresso shouldn't be placed in a to go cup... But that was my mutate for not specifying such a terrible act. Now, the barista grabbed a plastic cup and poured straight from the machine, the espresso shot... WHY!!!!!! No one should do that ever... Ever... Not even f it is convenient. Pouring hot contents into plastic is a terrible thing.... Please never do this, that's why I had to give three stars! God never do that for anything!!!!",3,9/21/2016,1,0,0,40.7435886,-74.0032266
Stone Street Coffee Company,4,"Pretty good coffee with a window to service the outside? Very cool. Small fact about Stone Street Coffee Company, it;s a father and son operation. And they're Greek! (I'm half Greek) Friggin Opa to you!  They busted out a plant in Brooklyn, started roasting coffee beans and sell the blend to some high end restaurants in NYC. Nice goin' guys, keepin' it real in my NYC!  Anyhoo, swung by today for a CaffÃ¨ macchiato and a chocolate croissant. Pretty good place to grab a coffee and go. I now have four of my favorite places to go in this area!  I love coffee and if you love it as much as me? Swing by and support this place. Trust me.. Opa!",3,8/23/2012,3,0,0,40.7435886,-74.0032266
Stone Street Coffee Company,4,"The 5 stars are for the coffee being delicious and the service polite. This isn't as much a place to go with other people or while it is busy. It is suuuuper tiny. However, I came here and sat for a while and was surprised, as they had free wifi and were very accomodating. The guy behind the counter, who I believe may also be the manager was really warm and friendly, not only to me but others I saw enter. There were some homeless people that came in and he was really gracious and gave them some water and let them sit for a second before they were on their way.  They also have a ""walk through"" window which is pretty convenient as well!",3,8/23/2012,1,1,1,40.7435886,-74.0032266
Stone Street Coffee Company,4,"Coffee is solid, chocolate chip cookies are aggressively mediocre.",3,5/24/2014,1,0,0,40.7435886,-74.0032266
